,Food ,Beer ,Smoke,Games,Books,Hshld,Clths,Hlth ,Chems,Txtls,Cnstr,Steel,FabPr,ElcEq,Autos,Carry,Mines,Coal ,Oil  ,Util ,Telcm,Servs,BusEq,Paper,Trans,Whlsl,Rtail,Meals,Fin  ,Other
201401,9159.83,16489.03,53530.73,3387.3,1255.75,11189.76,5034.46,4774.4,5881.99,2358.6,2418.29,1749.33,4287.94,2529.17,5641.07,13060.64,3579.23,1920.38,11248.17,8149.74,12260.8,5512.98,5509.76,6327.19,6320.62,3028.36,8696.63,5598.3,4709.73,11253.68
201402,8653.67,16413.33,49071.39,3355.4,1255.36,10724.73,4779.82,4864.14,5734.38,2294.33,2319.24,1679.44,4128.16,2498.33,5483.22,12611.42,3328.42,1774.11,10471.44,8339.03,11750.77,5529.85,5395.31,6209.65,6211.73,2954.83,8076.63,5416.16,4516.16,10518.46
201403,8973.86,16662.26,50669.65,3635.68,1339.89,11081.57,5032.92,5177.47,6169.93,2310.32,2463.98,1721.02,4409.73,2583.41,5957.38,13087.09,3534.99,1852.73,11161.57,8555,12162.16,5847.84,5631.1,6504.96,6322.82,3086.03,8537.15,5652.25,4660.68,11081.68
201404,9190.59,17374.34,52154.3,3418.57,1324.33,11283.2,5132.85,5050.62,6269.64,2306.01,2419.21,1779.3,4445.44,2585.39,5881.61,12926.5,3510.87,1995.89,11433.11,8761.15,12297.14,5725.92,5729.67,6477.25,6582.07,3095.63,8465.4,5742.73,4786.58,11495.93
201405,9293.35,18064.64,55123.69,3286.14,1299.45,11546.72,4942.48,5045.28,6271.81,2602.83,2370.17,1877.07,4499.32,2563.66,5875.51,13090.63,3678.52,2176.55,12076.27,9099.35,12300.8,5562.13,5778.71,6523.02,6655.52,3075.25,8435.85,5660.38,4633.43,11813
201406,9671.02,18651.43,57274.04,3384.27,1272.92,11460.62,5132.51,5139.13,6427.59,2670.64,2401.43,1842.72,4517.01,2540.36,5974.42,13300.62,3593.01,2013.34,12215.93,9055.39,12941.92,5725.65,6034.13,6681.67,7007.37,3179.9,8440.1,5771.72,4731.14,11760.43
201407,9592.58,18863.24,54487.55,3170.46,1970.74,9900.02,5038.19,4227.12,6030.75,2896.6,1923.54,2001.11,4473.4,2473.72,5640.18,13364.09,3575.38,2106.43,11369.83,9550.14,13430.31,5446.53,6002.85,7238.97,7324.19,3212.83,8255.22,5736.14,4581.56,11000.26
201408,9037.01,18307.71,52710.71,3098.82,1940.28,9564.78,5001.35,4205.7,5835.95,2731.02,1768.38,2048.25,4196.56,2311.23,5412.99,12591.9,3633.41,1871.47,10966.74,8995.67,13487.02,5474.32,5986.88,6940.8,7161.33,3117.44,8239.27,5547.57,4493.4,10716.64
201409,9607.59,19305.22,55110.39,3080.67,1987.44,10128.03,5324.69,4442.48,6078.48,3004.85,1887.48,2171.29,4413.11,2381.04,5639.87,13268.32,3802.76,1945.17,11247.12,9435.52,13668.81,5655.93,6294.48,7154.99,7468.65,3262.05,8697.88,5660.94,4671.05,11375.99
201410,9649.34,19358.89,55620.93,2937.36,1842.22,10119.59,5530.05,4436.76,5932.72,2933.49,1764.23,2063.87,4103.35,2266.02,5064.14,13137.15,3392.64,1664.13,10502.34,9090.86,13603.49,5584.08,6255.48,6889.56,7487.28,3218.91,8609.03,5624.96,4659.32,11502.36
201411,9800.15,19986.14,58877.01,2947.58,1898.07,10500.26,5609.69,4738.17,5866.23,2993.08,1833.86,2108.73,4225.86,2337.25,5153.38,13281.13,3066.34,1559.2,10079.73,9684.54,13818.12,5649.9,6440.53,7330.19,7899.06,3325.81,8891.82,5781.91,4858.04,11815.4
201412,10326.33,20849.85,59413.66,2972.76,1913.84,10831.18,6104.17,4856.74,6044.05,3215.56,1873.86,2057.21,4173.62,2324.46,5421.19,13855.08,3033.69,1616.88,9112.71,9670.41,14298.12,5777.14,6886.64,7660.44,8371.08,3389.86,9747.45,5982.02,4949.22,12426.49
201501,10188.5,19835.47,57096.94,2819.11,1943.06,10855.7,6047.24,4815.12,6081.91,3204.93,1871.73,1914.97,4116.74,2301.09,5438.24,13777.99,2839.31,1350.46,9232.13,9823.36,13978.02,5777.31,6805.93,7804.73,8489.39,3402.25,10020.67,5948.64,5075.89,12350.05
201502,9986.52,20009.71,58848.46,2823.36,1903.17,10296.62,5810.29,4905.07,5953.46,3271.43,1776.9,1732.32,3869.15,2175.89,5084.44,13901.76,2704.88,1114.21,8900.8,9934.42,13292.57,5553.61,6655.76,7614.17,8118.88,3355.63,10119.25,5991.23,4695.61,12007.88
201503,10578.24,20903.39,62011.51,2977.59,2071.92,10658.05,6149.98,4966.6,6422.05,3703.09,1919.18,1792.21,4107.41,2286.21,5535.86,14720.78,3208.54,1280.07,9392.42,9452.13,14470.52,6018.23,7254.55,8291.99,8315.03,3522.01,10739.71,6378.99,5091.05,12653.16
201504,10465,20363.46,56155.71,2868.76,2078.75,10663.64,6213.09,5007.3,6183.1,3824.9,1941.86,1735.58,3950.25,2273.74,5502.02,14529.46,3087.62,1041.27,9161.78,9396.63,14296.75,5922.66,7091.98,8129.84,8060.05,3537.27,10823.78,6358.27,5122.53,12628.41
201505,10439.85,20264.01,59529.68,2987.15,1992.15,10323.75,6110.3,4925.17,6252.63,3596.91,1895.75,1805.25,4035.92,2305.67,5379.12,14104.95,3475.74,1153.46,9836.63,9411.27,14755.93,6071.04,7166.47,7914.81,7925.27,3489.98,10503.1,6388.81,5154.07,12704.77
201506,10633.4,20652.04,68955.45,3005.19,2113.2,10559.48,6088.67,5150.26,6315.82,3749.21,1926.99,1779.15,4037.79,2362.14,5437.15,14301.97,3691.92,954.66,9352.75,9365.05,14795.71,6100.35,7484.75,7993.74,7627.58,3538.57,10545.2,6470.26,5313.54,12815.67
201507,9800.51,19812.64,67666.32,2831.55,1947.29,10068.93,6277.15,4322.29,6182.19,3920.74,1875.99,1666.07,3820.86,2192.18,5339,13436.97,3264.18,942.41,8836.55,9306.44,14033.35,5553.87,6948.4,7315.3,7001.68,3357.45,10230.11,5646.62,5083.15,11244.25
201508,10205.75,20506.47,74257.74,3004.5,1896.53,10115.8,6640.94,4471.06,5877.35,3893.35,1896.56,1527.56,3500.97,2124.72,5160.14,13237.26,2821.65,693.93,8096.54,9534.03,14183.48,5834.89,6925.24,7275.39,7316.84,3351.29,10900.31,5968.63,5187.2,11652
201509,9754.31,19866.6,71276.99,2785.95,1735.58,9391.19,6592.35,4075.49,5438.36,3768.48,1851.76,1496.12,3432.15,1956.28,4839.93,12521.73,2775.85,749.74,7805.53,9101.95,12990.64,5530.19,6508.15,7173.95,6894.88,3208.1,10282.35,5565.72,4853,11224.15
201510,9605.76,20269.88,72258.11,2497.38,1642.22,9357.45,6820.17,3805.01,4970.67,3545.2,1744.04,1340.23,3141.69,1783.5,4706.41,12199.12,2608.04,474.55,7469.07,9028.12,12652.87,5499.67,6467.4,6965.08,6998.14,3016.97,10151.44,5595.96,4713.74,11377.75
201511,10161.97,21906.1,80094.91,2864.43,1838.21,9864.62,6870.69,4078.04,5795.77,3824.92,1837.47,1458.8,3408.66,1943.65,4976.5,13320.55,2837.8,326.98,8444.23,9197.73,13738.15,6121.36,7056.19,7675.42,7457.16,3170.14,10599.55,5873.59,4999.63,12311.18
201512,10164.78,21741.29,77666.12,2893.36,1809.99,9738.96,6772.8,4109.71,5890.92,3719.55,1920.29,1457.9,3472.53,1961.68,5069.87,13217.42,2660.29,359.26,8547.58,8905.69,13923.07,6264.89,7049.59,7645.53,7455.16,3258.32,10794.6,5794.61,5150.79,12366.37
201601,10494.62,21702.84,78082.84,2833.38,1696.1,9936.1,6470.55,4120.8,5592.71,3621.16,1818,1413.68,3296.06,1956.93,4931.63,12977.81,2488.36,387.61,8118.35,8666.81,13487.48,6230.54,6749.27,7520.34,7079.92,3232.9,10934.96,5741.56,4992.7,12469.98
201602,10448.75,21664.62,81523.59,2686.79,1606.6,9927.68,6582.5,3721.06,4972.69,3428.77,1661.13,1314.13,3127.54,1828.83,4206.19,10886.19,2450.92,374.3,7821.96,9062.63,13469.26,5946.17,6163.47,7125.09,6459.59,2958.54,10499.97,5698.57,4518.71,12005.12
201603,10475.34,21150.36,82294.86,2792.63,1582.6,10134.69,6666.65,3675.03,5301.26,3444.69,1743.23,1453.37,3275.5,1884.78,4372.83,11211.29,2755.06,397.24,7648.07,9201.38,13593.21,5801.4,6271.02,7310.42,6996.96,3087.05,10441.61,5723.37,4388.81,12232.92
201604,10935.79,22228.47,85522.56,3091.52,1754.57,10618.21,6817.93,3821.73,5725.62,3567.27,1957.74,1705.38,3491.8,2091.72,4921.79,11664.82,3120.12,594.6,8471.6,9969.67,14411.68,6246.63,6870.03,7889.91,7470.77,3270.72,11258.41,6027.79,4677.29,13128.1
201605,10967.46,22310.96,85286.92,2891.73,1787.55,10495.76,6668.57,4043.85,5940.45,3622.28,1965.26,1872.41,3647.4,2165.44,4987.92,12250.16,3621.57,770.61,9463.82,9879.89,14389.33,6101.33,6498.6,7953.65,7387.39,3195.5,11363.26,5880.49,4914.94,13311.24
201606,11170.74,22102.2,85988.88,3047.62,1769.36,10519.22,6347.33,4138.3,5850.06,3555.27,2030.38,1711.38,3653.83,2173.27,4956.36,11977.21,3430.67,782.68,9423.78,10055.8,14506.4,6400.7,6902.02,8065.93,7199.16,3243.87,11476.62,5786.75,5043.59,13180.83
201607,12767.14,23088.12,92464.99,2851.68,1706.79,10895.61,6276.01,3763.15,5392.45,2454.49,1956.39,1845.09,3363.07,2037,4398.35,10913.43,3680.61,827.08,9905.53,10968.22,15247.77,6064.9,6485.52,7958.62,6655.66,3270.2,11201.36,5109.84,4550.49,11150.81
201608,12883.23,23507.12,89905.28,3023.23,1832.32,11122.86,6546.9,4028.35,5672.53,2694.1,2064.99,2097.7,3577.82,2142.02,4777.35,11364.83,3960.37,999.88,9622.91,10931.58,15503.27,6585.49,7014.7,8168.99,7021.25,3380.92,11627.47,5216.9,4765.49,11123.79
201609,12794.52,23172.34,88822.52,3047.06,1832.4,11556,6612.33,3899.42,5801.46,2738.25,2078.53,1934.21,3734.98,2135.79,4748.86,11349.98,3705.82,954.57,9861.27,10541.44,15174.57,6694.36,7055.24,7783.24,7069.51,3342.94,11539.38,5119.05,5022.74,11269.77
201610,12796.64,23581.95,85505.3,3232.14,1755.4,11580.53,6151.08,3948.17,5683.34,2603.58,2027.4,1976.04,3826.21,2169.02,4722.77,11277.49,3786.45,1027.9,10133.55,10823.67,15238.84,6772.24,7410.66,7720,7277.82,3252.08,11522.43,5078.88,4956.23,10867.07
201611,12741.19,23185.17,89447.43,3418.3,1572.52,11182.69,5822.15,3671.21,5572.4,2411.44,1946.73,1917.69,3666.92,2069.7,4645.96,11463.53,3815.38,938.64,9909.2,10740.54,14702.58,6822.46,7288.15,7288.55,7331.93,2984.52,11107.04,4975.24,5032.63,10799.31
201612,12110.2,21711.04,84871.18,3588.13,1691.64,10741.98,5891.92,3761.28,5983.05,2601.81,2134.44,2329.68,4111.89,2301.55,4953.53,12420.99,4256.29,1134.32,10800.15,10512.94,16007.44,6813.49,7461.53,7547.33,8339.64,3275.17,11402.61,5460.26,5719.07,11744.43
201701,12630.43,22359.05,88603.55,3456.02,1724.34,10908.98,5826.21,3751.4,5985.68,2644.65,2136.44,2272.97,4061.86,2284.27,5222.2,12595.02,4181.72,1025.01,11012.8,10982.01,17164.19,6828.54,7659.75,7659.6,8415.92,3344.42,11279.4,5487.35,5940.59,12242.9
201702,12739.04,22145.82,93608.05,3625.7,1752.22,11135.59,5845.07,3846.57,6214.41,2793.49,2236.41,2351.43,4245.3,2376.7,5489.09,12830.16,4698.34,970.37,10537.03,10860.6,17885.95,7280.83,7920.2,7844.61,8588.63,3406.28,11534.76,5521.69,5982.48,12050.68
201703,12936.02,23491.44,101077.59,3575.02,1741.38,11691.98,6003.76,4133.25,6395.52,2907.39,2281.38,2564.95,4339.11,2420.05,5641.24,13582.4,4298.87,879.13,10308.2,11245.71,17875.14,7538.62,8420.61,8071.43,8801.11,3492.29,11938.92,5725.95,6281.44,12580.91
201704,13014.65,23581.7,101270.17,3771.11,1721.14,11643.53,6030.29,4148.2,6581.85,2943.27,2338.06,2384.88,4455.84,2433.01,5698,13335.02,4194.7,1158.32,10245.44,11252.15,18025.48,7718.7,8695.63,8109.7,8785.02,3449.42,12016.28,5880.35,6160.39,12436.68
201705,13325.38,24035.92,101176.35,3928.23,1708.49,11537.25,5968.63,4196.81,6667.61,3018.91,2360.03,2370.36,4663.59,2421.72,5790.19,13939.86,4220.12,1020.47,10050.28,11277.36,17974.9,8030.08,8815.62,8278.57,8980.86,3365.37,12417.31,6129.89,6214.14,12507.97
201706,13480.71,24932.96,107426.59,4052.34,1678.47,11718.64,5858.1,4189.61,6582.08,3071.78,2299.76,2259.62,4796.3,2360.31,5756.36,14818.95,4166.48,968.2,9704.8,11497.9,17717.06,8250.17,9222.54,8486.36,9195.79,3483.99,12497.43,6552.09,6194.76,12738.89
201707,12073.36,24298.21,108851.78,3932.72,1646.29,12042.9,6236.45,4156.3,6450.03,2729.58,2338.98,2046.54,4676.69,2351.25,5824.91,14006.58,4061.24,1159.91,8880.29,11326.84,16663.25,7742.67,8336.38,7972.05,8874.56,3365.3,11468.92,6116.81,6180.39,13613.21
201708,12251.79,24594.53,102352.3,4179.97,1686.27,12207.56,6320.46,4198.83,6508.29,2790.84,2366.78,2072.49,4818.93,2350.6,5756.73,14977.63,4410.13,1308.08,9063.91,11798.44,17656.84,8107.97,8701.16,7784.27,8465.95,3332.77,11565.01,5965.57,6287.78,13726.62
201709,11962.63,24716.19,101466.49,4175.34,1575.9,12210.27,5996.15,4310.39,4528.93,2825.74,2350.21,2106.17,4732.24,2321.2,5975.27,15210.14,4443.94,1299.95,8547.21,12150.69,17214.22,8319.75,9200.19,7816.77,8559.24,3186.19,11576.37,6023.09,6200.54,13835.51
201710,11977.08,23987.45,98413.25,4313.59,1628.68,12179.57,6067.62,4414.79,4825.59,2825.87,2574.82,2178.62,5152.38,2450.63,6418.35,15633.32,4357.62,1317.98,9550.01,11881.91,17144.75,8498.5,9326.66,7999.13,9102.27,3331.04,11888.33,6033.8,6589.38,13942.79
201711,12056.67,24300.46,95633.65,4399.09,1596.61,11752.37,6236.06,4339.69,5093.37,2978.94,2723.57,2302.89,5433.67,2564.13,6545.21,15923.29,4414.18,1346.49,9688.53,12230.21,16510.9,9167.7,9999.95,8349.92,8932.86,3289.9,12369.88,6346.08,6874.72,13597.26
201712,12926.22,25238.39,96979.21,4543.86,1755.06,12295.01,6903.05,4433.31,5195.88,3203.43,2915.68,2269.73,5549.7,2565.96,6578.42,16502.29,4411.08,1390.69,10070.5,12469.85,17176.45,9221.1,10259.25,8677.84,9513.02,3433.07,13516.71,6762.18,7219.41,13878.43
201801,13120.36,26341.58,100808.85,4566.78,1770.39,12584.12,7197.64,4422.46,5218,3131.49,2957.48,2562.6,5677.18,2650.5,6475.38,17144.09,4916.53,1553.09,10566.07,11820.13,17924.38,9261.31,10235.88,8588.09,9943.2,3576.38,13924.49,6932.01,7327.81,13959.53
201802,13431.31,26311.29,100943.37,5348.24,1848.74,12233.1,7712.42,4742.4,5464.29,3181.69,2939.25,2654.03,5891.46,2710.53,6682.07,19245.36,5088.32,1567.03,10863.75,11476.07,18629.08,10238.55,10790.24,9200.58,10193.78,3743.3,15535.58,7182.54,7791.97,14566.77
201803,12873.93,24527.41,94272.98,5425.69,1783.72,11717.58,7563.35,4553.83,5235.69,2784.69,2670.89,2600.19,5696.57,2549.2,6253.56,19179.97,4906.8,1657.27,9623.72,10904.89,17672.78,10053.39,11016.92,8683.28,9521.19,3538.59,14874.95,6862.45,7575.95,13955.96
201804,12897.88,24652.67,91709.65,5395.75,1787.23,11929.21,7593.8,4468.48,5125.61,2723.18,2694.62,2440.78,5624.49,2511.35,5820.96,18064.9,4893.89,1769.38,10136.27,11212.96,17211.3,9759.85,10712.77,8286.46,9716.66,3496.81,14470.67,6949.19,7358.49,13673.56
201805,12672.86,23582.74,78714.09,5569.07,1774.55,11198.62,7842.95,4457.35,5163.11,2462.43,2609.85,2529.4,5365.58,2345.54,5816.93,17738.74,4731.03,1675.23,11258.3,11510.55,16721.29,9939.9,10496.11,7781.06,9743.27,3521.31,15088.66,7326.24,7459.23,13471.94
201806,11727.08,23144.76,77239.09,6064,1762.57,11148.74,8424.67,4566.05,5273.17,2427.01,2656.61,2712.54,5517.33,2521.52,6021.43,18458.44,5002.48,1867.23,11575.59,11541.65,15668.02,10589.2,11286,7807.79,10185.64,3571.85,15363.58,7159.63,7494.83,13713.63
201807,11062.67,19922.02,77868.46,5763.42,1819.07,10838.88,8551.37,4241.96,7301.86,2512.33,2622.57,2575.81,4978.89,1607.28,5714.02,17593.41,5008.32,1351.47,11000.33,12326,17552.79,9841.11,11060.81,7689.7,9107.88,3454.11,15631.63,6425.67,6972.92,12601.78
201808,11306.65,20626.37,81951.8,5402.49,1741.04,11025.97,8612.12,4499.45,7747.77,2284.16,2688.6,2684.33,5288.3,1763.83,5523.12,18863.61,4892.89,1309.38,11113.29,12521.8,17904.85,10138.25,11546.6,8146.46,9818.38,3531.55,16182.55,6512.11,7272.25,13386.96
201809,11218.13,20214.96,77494.42,5538.96,1657.4,11301.03,9038.06,4706.94,7725.63,2366.92,2697.92,2596.62,5178.28,1754.68,5419.61,18391.96,4351.72,1296.73,10818.99,12581.68,18414.18,10654.63,12722.39,8082.03,10071.86,3656.63,17630.71,6830.67,7462.25,13638
201810,11200.77,20141.89,80565,5555.5,1617.44,11412.93,9425.83,4814.64,6899.53,2212.03,2637.66,2572.17,5264.75,1750.72,5135.13,19575.03,4273.94,1217.87,11177.66,12473.64,18732.76,10703.1,12777.53,8039.65,10192.94,3621.53,17855.94,7032.47,7349.65,13752.23
201811,11296.93,21613.9,86930.34,4741.41,1510.44,11304.64,8474.57,4407.25,6109.45,1637.13,2293.26,2272.55,4574.58,1543.89,5170.61,17526.79,3830.59,1231.59,9912.16,12525.33,18547.55,9746.14,11721.53,7355.4,9332.15,3331.24,16130.4,7029.44,6866.99,12831.12
201812,11538.41,22857.25,79618.6,4721.4,1555.48,12017.45,8371.79,4699.31,6392.74,1684.29,2368.54,2203.39,4889.33,1594.57,5469.06,18251.21,3778.84,1056.65,9717.87,12877.56,19005.24,9961.06,11188.79,7924.96,9971.09,3431.91,16107.77,7547.29,7065.88,13267.48
201901,10394.83,20516.37,65926.07,4312.95,1314.73,11350.48,7703.24,4314.54,5885.25,1514.5,2107.2,1870.71,4402.27,1394.33,4825.79,16300.19,3509.44,1034.56,8497.19,12299.62,17316.72,9317.51,10198.23,7219.23,8447.27,3069.64,14613.23,7186.4,6270.81,12311.08
201902,11071.37,21241.39,71114.21,5132.9,1498.12,12035.47,8664.9,4535.67,6209.66,1661.45,2386.67,2189.59,4891.67,1596.84,5283.74,18733.08,3775.33,1181.7,9555.56,13041.82,18166.06,10431.61,10989.47,7808.38,9286.13,3335.76,15895.9,7513.61,6886.34,13107.46
201903,10668.65,23778.43,78375.43,5416.79,1558.88,12599.4,9143.5,4699.77,6428.79,1773.3,2479.32,2238.32,5079.32,1715.28,5418.07,20512.72,3996.27,1284.78,9802.41,13444.66,17860.25,10927.77,11892.88,8008.54,9784.84,3512.68,15958.17,7803.87,7083.8,13260.96
201904,11024.66,24927.97,82327.13,5393.19,1467.17,13487,9093.59,4748.76,6321.66,1634.28,2449.09,2126.82,5085.43,1648.3,5079.14,19155.7,4373.83,1230.97,9995,13856.52,18212.17,11281.36,12419.01,8339.09,9736.11,3493.54,16684.02,8243.34,6936.61,13264.53
201905,11406.38,26566.59,79401.88,5729.72,1487.27,13859.17,9547.16,4593.79,6667.03,1746.11,2628.49,2069.55,5402.17,1789.54,5279.81,19824.22,4285.67,1265.97,10085.67,13976.09,19195.68,11981.77,13069.93,8162.78,10378.14,3625.59,17502.34,8720.84,7453,14378.91
201906,11015.16,25485.31,71232.32,5306.42,1339.3,13316.63,8494.05,4448.52,5790.36,1704.78,2435.9,1749.13,4763.87,1574.21,4510.39,17979.05,3906.8,1078.55,8822.55,13700.42,18613.69,11296.97,11565.3,7438.17,9369.52,3405.58,16493.01,8563.75,7021.82,13456.31
201907,12267.54,24044.54,70574.91,5523.04,1457.59,13410.25,8504.41,4254.33,5312.82,2106.54,2572.25,2020.02,5093.58,1668.92,5021.35,18588.72,4749.89,886.44,9120.16,14251.49,19612.99,11139.91,12077.96,8098.28,10663.71,3441.59,16854.19,8769.7,7073.17,13670.51
201908,12566.57,23528.3,72957.41,5573.85,1506.19,14005.21,8652.67,4163.29,5377.47,1871.43,2578.61,1966.64,5111.63,1690.47,5159.19,18219.29,4613.99,780.61,8727.66,14083.31,19884.19,11553.57,12597.41,8141.68,11032.09,3441.16,17169.79,9048.83,7299.25,13593.1
201909,12654.72,24955.11,64898.05,5377.25,1417.01,14220.32,8192.12,4133.32,5092.01,1768.63,2578.48,1729.27,4827.74,1597.69,4825.1,18660.48,4484.73,659.15,8025.79,14504.09,20174.5,11268.02,12393.77,7860.8,10214.76,3352.3,17257.48,9314.83,6961.26,13223.04
201910,12695,27754.42,65034.82,5194.33,1430.96,14457.02,8915.6,4097.05,5336.85,1897.9,2741.63,1844.55,5110.2,1725.19,5089.71,19117.29,4615.78,602.13,8447.57,15217.89,20418.36,11304.08,12952.58,7978.29,10257.96,3543.98,17651.21,9079.9,7134.6,13549.26
201911,12695.81,27460.1,70303.98,5577.35,1470.94,14294.82,8738.59,4197.48,5270.52,2102.74,2819.89,1909.14,5460.91,1817.72,5441.19,18427.47,4663.12,533.4,8400.74,14986.94,20749.56,11506.54,13600.28,7977.96,10408.8,3673.63,18066.75,8686.43,7405.12,14176.93
201912,12889.56,27268.31,74182.77,5916.12,1543.17,14095.44,9116.44,4440.09,5460.67,2054.68,2965.86,2023.96,5619.79,2019.99,5605.08,19546.1,4806.12,480.25,8640.52,14603.42,21433.05,12182.5,14258.24,8187.26,10905.19,3848.72,18568.26,8884.39,7811.45,14975.25
202001,13350.1,27504.85,75440.38,6151.42,1591.72,14757.55,9794.19,4607.66,5524.99,1984.17,2960.73,2032.49,5888.78,2067.5,5996.63,18510.27,5286.48,483.36,9304.8,15159.24,21625.04,12400.13,15203.72,8344.21,10874.5,3970.31,18764.27,9083.85,8037.05,15415.73
202002,13460.68,28246.33,72679.04,6181.63,1615.63,14752.98,9263.72,4526.44,5176.01,1893.67,3068.18,1720.05,5587.41,1976.71,6549.48,18502.77,4969.61,371.42,8261.57,15869.28,21058.32,13046.9,15340.06,7950.07,10856.38,3841.09,19276.35,9390.75,7848.08,15676.31
202003,12478.79,26122.53,67804.96,5862.83,1505.58,13496.64,8368.27,4276.9,4658.69,1739.28,2801.29,1574.33,5275.16,1842.1,6134.31,16201.59,4508.26,338.61,6918.13,14236.24,19929.57,12376.15,13972.94,7549.69,9638.23,3476.54,18080.71,8632.77,6994.21,14431.75
202004,11332.82,23376.74,62091.12,4879.17,1153.49,12578.63,6725.86,4069.91,3890.84,1111.07,1989.39,1216.97,4333.93,1453.43,4647.95,10526.8,3919.69,199.23,4589.22,12467.38,17230.27,11002.5,12722.8,6798.72,8136.96,2855.81,17259.2,6719.44,5585.16,12404.38
202005,12141.36,25934.09,63317.64,5608.44,1254.86,13804.68,7722.91,4627.14,4610.33,1257.43,2338.14,1357.56,4800.84,1665.14,6095.42,11299.66,4696.6,234.99,6150.17,13087.72,19076.7,12793.57,14531.42,7458.87,8837.98,3206.76,20781.96,7974.14,6279.85,12922.23
202006,12585.04,26158.32,62554.36,5787.44,1393.61,14094.04,8597.95,4829.79,5023.29,1358.53,2641.74,1435.71,5129.86,1864.33,6660.52,11879.43,4999.15,242.04,6330.24,13627.83,19981.14,13813.03,15780.28,7882.83,9517,3482.81,21966.91,8149.47,6519.06,13030.01
202007,11968.73,28861.96,60840.48,5647.7,1331.28,13953.69,7840.42,4621.31,5453.02,1425.55,2663.89,1531.51,5807.1,1910.06,7572.89,12048.29,5502.08,217.29,6251.68,13370.74,19352.52,14349.4,16496.69,7817.68,9539.87,3411.42,22350.6,7713.68,6182.72,10542.83
202008,12708.63,30428.82,65573.03,5982.81,1394.36,14973.76,7892.23,4816.07,5840.92,1155.16,2926.76,1564.84,6318.52,2079.29,9118.18,11181.05,6026.1,231.5,6051.71,14195.44,20554.99,15208.01,18055.36,7884.93,10157.86,3582.99,25446.11,8048.86,6343.32,11184.07
202009,13197.61,35066.39,68698.18,6787.06,1444.95,15689.58,8844.07,4924.95,6118.35,1300.16,3144.84,1693.25,6680.93,2329.5,13729.92,12065.49,6312.94,236.02,6017.35,13813.35,21698.99,16670.08,20229.5,8363.21,11450.59,3758.18,27492.95,9001.96,6652.89,12170.88
202010,12806.64,34966.66,63041.02,6634.07,1375.05,15581.69,9353.25,4828.94,6169.93,1333.24,3168.53,1602.59,6693.68,2272.83,12287.47,11418.88,6493.25,255.4,5214.28,13722.27,21264.42,15926.92,19253.91,8327.75,11605.75,3665.35,26223.51,8932.35,6346.62,12115.74
202011,12471.32,33358.8,59457.09,6467.48,1286.53,15439.53,9188.18,4613.15,6159.28,1402.77,3054.78,1718.42,6851.53,2271.97,11715.38,10738.6,6960.13,206.67,5067.71,14314.01,20659.87,15751.15,18631.56,8348.71,11213.08,3630,25425.32,8850.78,6294.18,11760.17
202012,13445.67,37041.01,64245.25,7327.83,1591.65,16318.59,10514.48,5089.08,6907.9,1740.08,3474.44,2045.59,8035.2,2681.44,15980.27,14083.47,7471.45,239.56,6445.46,14634.69,23882.16,17405.25,20874.17,9119.98,13134.68,4146.23,27748.06,9825.09,7310.21,13515.87
202101,13919.38,38075.84,68660.27,8139.31,1768.61,16440.87,10958.24,5336.62,7121.75,1943.39,3569.63,2170.01,8257.78,2778.21,18674.62,14437.41,8103.39,305.18,6798.11,14679.69,25130.95,18018.53,22538.04,9244.11,13235.55,4315.89,28246.93,10221.08,7806.65,13836.39
202102,13320.93,35455.32,67096.61,7990.44,1842.75,15791.96,10427.44,5531.38,7088.89,1967.8,3688.14,2065.04,8411.2,2851.59,21000.94,13424.64,8190.11,339.37,7121.04,14596.64,24529.85,18100.65,22813.07,9069.2,12623.63,4202.36,28403.3,9772,7594.37,13442.27
202103,13407.8,34258.8,70939.57,8605.28,2093.79,15777.25,10837.89,5472.87,7244.53,2360.86,3890.5,2423.85,9393.12,3030.76,18897.19,14564.24,8896.79,355.62,8806.74,13868.32,25567.99,18958.27,22427.26,9160.5,13746.07,4416.98,27476.38,10686.39,8398.42,14333.66
202104,14354.5,36935.47,78091.93,8243,2198.4,16936.72,10870.63,5458.25,7794.72,2556.59,4331.22,2956.05,10063.01,3164.44,19081.33,16214.37,9029.06,306.87,9089.35,15251.95,26418.1,19222.44,23029.26,9876.62,15046.46,4800.69,29183.73,11031.63,8897.2,15248.36
202105,14764.65,38257,79206.93,8285.42,2309.24,17141.14,11406.94,5615.5,8136.11,2717.66,4632.3,3039.82,10301.75,3141.39,19873.4,16433.21,9507.11,304.46,9138.26,15836.1,27569.21,20844.81,24114.18,10289.48,15636.58,5069.86,31392.81,11828.14,9462.9,16052.2
202106,15146.01,39053.14,80820.27,8286.96,2381.79,17204.33,11307.94,5602.23,8507.79,2803.93,4599.58,3478.12,10523.48,3129.14,18911.7,17198.73,10422.86,415.98,9613.83,15595.18,27880.83,20784.14,23901.42,10409.74,15916.88,5179.83,30471.93,11630.23,9788.93,16944.59
